LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
1036953966,STELLA BEAM,Seattle,WA,316294.1311,KEYBANK NATIONAL ASSOCIATION,OH,1738359.194,09-Nov-98,2021.50833,19.01068128,12.13499278,1.170848674,-1.22742419,0.84246088,15345.71362,1.966267125,Y,N,,31-Dec-98,"$149,299.14",$0.00,P I F,"$32,193.99","$152,430.10","$94,365.95"
1036960834,MERCURY VENTURES LIMITED COMPA,BURLINGTON,VT,316348.9133,KEYBANK NATIONAL ASSOCIATION,OH,1738648.208,10-Nov-98,2021.512827,18.99826286,12.13571566,1.170839089,-1.227797682,0.842464469,15348.41244,1.966603579,Y,N,,31-Jul-99,"$149,303.61",$0.00,P I F,"$32,197.90","$152,435.72","$94,367.28"
1036967702,SERRAHOST INC,OCEANSIDE,CA,316403.6954,"CITIBANK, N.A.",SD,1738937.222,07-Feb-06,2021.517324,18.98584444,12.13643855,1.170829503,-1.228171173,0.842468058,15351.11125,1.966940033,0,N,,31-Mar-06,"$149,308.08",$0.00,P I F,"$32,201.82","$152,441.33","$94,368.61"
1036974570,"Qualitrol, Inc.",Bellingham,WA,316458.4776,KEYBANK NATIONAL ASSOCIATION,OH,1739226.236,16-Nov-98,2021.521821,18.97342602,12.13716144,1.170819918,-1.228544665,0.842471647,15353.81007,1.967276486,N,N,,31-Dec-98,"$149,312.55",$0.00,P I F,"$32,205.74","$152,446.94","$94,369.93"
1036981439,"Cornerstone Machine, Inc.",Colville,WA,316513.2598,KEYBANK NATIONAL ASSOCIATION,OH,1739515.25,16-Nov-98,2021.526318,18.9610076,12.13788433,1.170810333,-1.228918156,0.842475236,15356.50889,1.96761294,Y,N,01-Feb-02,31-May-99,"$149,317.02",$0.00,CHGOFF,"$32,209.65","$152,452.55","$94,371.26"
1036988307,Christopher T. Warden D.C.,Newburgh,NY,316568.0419,KEYBANK NATIONAL ASSOCIATION,OH,1739804.264,17-Nov-98,2021.530815,18.94858918,12.13860721,1.170800748,-1.229291648,0.842478825,15359.2077,1.967949394,N,N,,31-Jan-99,"$149,321.49",$0.00,P I F,"$32,213.57","$152,458.16","$94,372.59"
1036995175,Jessie and Company,New Hartford,NY,316622.8241,KEYBANK NATIONAL ASSOCIATION,OH,1740093.278,25-Nov-98,2021.535312,18.93617076,12.1393301,1.170791163,-1.229665139,0.842482414,15361.90652,1.968285848,N,N,,31-Dec-98,"$149,325.96",$0.00,P I F,"$32,217.49","$152,463.78","$94,373.92"
1037002043,"Symmetry Systems, Inc.",Latham,NY,316677.6062,KEYBANK NATIONAL ASSOCIATION,OH,1740382.292,27-Nov-98,2021.539809,18.92375234,12.14005299,1.170781577,-1.230038631,0.842486002,15364.60534,1.968622301,Y,N,,,"$149,330.43",$0.00,P I F,"$32,221.40","$152,469.39","$94,375.25"
1037008911,Conproco Corporation,Dover,NH,316732.3884,KEYBANK NATIONAL ASSOCIATION,OH,1740671.306,03-Dec-98,2021.544306,18.91133392,12.14077588,1.170771992,-1.230412122,0.842489591,15367.30415,1.968958755,N,N,,31-May-99,"$149,334.90",$0.00,P I F,"$32,225.32","$152,475.00","$94,376.58"
1037015780,"Hudson River Computing, Inc.",Albany,NY,316787.1705,KEYBANK NATIONAL ASSOCIATION,OH,1740960.32,03-Dec-98,2021.548803,18.8989155,12.14149876,1.170762407,-1.230785614,0.84249318,15370.00297,1.969295209,N,N,,31-Mar-99,"$149,339.37",$0.00,P I F,"$32,229.24","$152,480.61","$94,377.91"
1037022648,"WHITE POINT SYSTEMS, INC.",Friday Harbor,WA,316841.9527,KEYBANK NATIONAL ASSOCIATION,OH,1741249.334,11-Dec-98,2021.5533,18.88649707,12.14222165,1.170752822,-1.231159105,0.842496769,15372.70179,1.969631663,Y,N,,31-May-99,"$149,343.84",$0.00,P I F,"$32,233.16","$152,486.22","$94,379.23"
1037029516,"SONJI, INC.",ROCHESTER,NY,316896.7348,JPMORGAN CHASE BANK NATL ASSOC,NY,1741538.348,01-Jul-80,2021.557797,18.87407865,12.14294454,1.170743237,-1.231532597,0.842500358,15375.40061,1.969968116,N,N,27-Dec-89,09-Oct-80,"$149,348.31",$0.00,CHGOFF,"$32,237.07","$152,491.84","$94,380.56"
1037036384,UPPER CRUST BREAD COMPANY,LAKE OSWEGO,OR,316951.517,KEYBANK NATIONAL ASSOCIATION,OH,1741827.362,11-Dec-98,2021.562294,18.86166023,12.14366743,1.170733651,-1.231906088,0.842503947,15378.09942,1.97030457,Y,N,,30-Sep-02,"$149,352.78",$0.00,P I F,"$32,240.99","$152,497.45","$94,381.89"
1037043252,Marklin Candle Design,Nashua,NH,317006.2992,KEYBANK NATIONAL ASSOCIATION,OH,1742116.376,16-Dec-98,2021.566791,18.84924181,12.14439031,1.170724066,-1.23227958,0.842507536,15380.79824,1.970641024,Y,N,,31-Jan-99,"$149,357.25",$0.00,P I F,"$32,244.91","$152,503.06","$94,383.22"
1037050121,"Degree Controls, Inc.",Hollis,NH,317061.0813,KEYBANK NATIONAL ASSOCIATION,OH,1742405.39,28-Dec-98,2021.571288,18.83682339,12.1451132,1.170714481,-1.232653071,0.842511125,15383.49706,1.970977478,N,N,,31-Jan-99,"$149,361.72",$0.00,P I F,"$32,248.82","$152,508.67","$94,384.55"
1037056989,MY 2ND KITCHEN LLC,CASPER,WY,317115.8635,HILLTOP NATIONAL BANK,WY,1742694.404,07-Feb-06,2021.575785,18.82440497,12.14583609,1.170704896,-1.233026563,0.842514714,15386.19587,1.971313931,0,N,,31-Mar-06,"$149,366.19",$0.00,P I F,"$32,252.74","$152,514.28","$94,385.88"
1037063857,"Artieri Specialties, LLC",Lockport,NY,317170.6456,KEYBANK NATIONAL ASSOCIATION,OH,1742983.418,09-Jan-99,2021.580282,18.81198655,12.14655898,1.170695311,-1.233400054,0.842518303,15388.89469,1.971650385,N,N,,30-Sep-99,"$149,370.66",$0.00,P I F,"$32,256.66","$152,519.90","$94,387.21"
1037070725,Jason A. Philbrook,Rockland,ME,317225.4278,KEYBANK NATIONAL ASSOCIATION,OH,1743272.432,11-Jan-99,2021.584779,18.79956813,12.14728186,1.170685725,-1.233773546,0.842521892,15391.59351,1.971986839,N,N,,28-Feb-99,"$149,375.13",$0.00,P I F,"$32,260.57","$152,525.51","$94,388.54"
1037077593,ATLANTA EMBALMING SERVICE,ATLANTA,GA,317280.2099,FLORIDA BUS. DEVEL CORP,FL,1743561.445,07-Feb-06,2021.589276,18.78714971,12.14800475,1.17067614,-1.234147037,0.842525481,15394.29232,1.972323293,0,N,,14-Mar-07,"$149,379.60",$0.00,P I F,"$32,264.49","$152,531.12","$94,389.86"
1037084462,"Sunset Cleaning Company, Inc.",Sharon (Town of),MA,317334.9921,BANK OF AMERICA NATL ASSOC,RI,1743850.459,04-Mar-99,2021.593773,18.77473129,12.14872764,1.170666555,-1.234520529,0.84252907,15396.99114,1.972659746,N,N,,31-Mar-99,"$149,384.07",$0.00,P I F,"$32,268.41","$152,536.73","$94,391.19"
1037091330,n/a,Tarrytown,NY,317389.7743,KEYBANK NATIONAL ASSOCIATION,OH,1744139.473,23-Feb-99,2021.59827,18.76231287,12.14945053,1.17065697,-1.23489402,0.842532659,15399.68996,1.9729962,Y,N,,31-May-99,"$149,388.54",$0.00,P I F,"$32,272.32","$152,542.34","$94,392.52"
1037098198,N/A,Mahopac,NY,317444.5564,KEYBANK NATIONAL ASSOCIATION,OH,1744428.487,04-Mar-99,2021.602768,18.74989445,12.15017341,1.170647385,-1.235267512,0.842536247,15402.38877,1.973332654,N,N,,31-Mar-99,"$149,393.01",$0.00,P I F,"$32,276.24","$152,547.96","$94,393.85"
1037105066,COOPER AUTOMATION,BEDFORD,NH,317499.3386,KEYBANK NATIONAL ASSOCIATION,OH,1744717.501,15-Mar-99,2021.607265,18.73747602,12.1508963,1.170637799,-1.235641003,0.842539836,15405.08759,1.973669108,Y,N,,30-Sep-02,"$149,397.48",$0.00,P I F,"$32,280.16","$152,553.57","$94,395.18"
1037111934,SOFIA'S PIZZA & ROAST BEEF,CORNISH,ME,317554.1207,KEYBANK NATIONAL ASSOCIATION,OH,1745006.515,19-Mar-99,2021.611762,18.7250576,12.15161919,1.170628214,-1.236014495,0.842543425,15407.78641,1.974005561,N,N,,16-Nov-99,"$149,401.95",$0.00,P I F,"$32,284.08","$152,559.18","$94,396.51"
1037118803,Terroni's Market,Portland,ME,317608.9029,KEYBANK NATIONAL ASSOCIATION,OH,1745295.529,23-Mar-99,2021.616259,18.71263918,12.15234208,1.170618629,-1.236387986,0.842547014,15410.48522,1.974342015,N,N,,30-Apr-99,"$149,406.42",$0.00,P I F,"$32,287.99","$152,564.79","$94,397.84"
1037125671,MOUNTAIN EXTREME POWERSPORTS I,LINDON,UT,317663.685,MOUNTAIN W. SMALL BUS. FINAN,UT,1745584.543,07-Feb-06,2021.620756,18.70022076,12.15306496,1.170609044,-1.236761478,0.842550603,15413.18404,1.974678469,0,N,,16-Dec-09,"$149,410.89",$0.00,P I F,"$32,291.91","$152,570.40","$94,399.16"
1037132539,DIRTY LAUNDRY,NEW WINDSOR (CENSUS NAME,NY,317718.4672,KEYBANK NATIONAL ASSOCIATION,OH,1745873.557,01-Apr-99,2021.625253,18.68780234,12.15378785,1.170599459,-1.237134969,0.842554192,15415.88286,1.975014923,N,N,,30-Sep-99,"$149,415.36",$0.00,P I F,"$32,295.83","$152,576.02","$94,400.49"
1037139407,CALIFORNIA CLOSETS,SPRINGFIELD,MO,317773.2494,LIBERTY BANK,MO,1746162.571,07-Feb-06,2021.62975,18.67538392,12.15451074,1.170589873,-1.237508461,0.842557781,15418.58168,1.975351376,N,N,01-Sep-09,28-Feb-06,"$149,419.83",$0.00,CHGOFF,"$32,299.74","$152,581.63","$94,401.82"
1037146275,ARC Radar & Communication Serv,Nashua,NH,317828.0315,KEYBANK NATIONAL ASSOCIATION,OH,1746451.585,09-Apr-99,2021.634247,18.6629655,12.15523363,1.170580288,-1.237881952,0.84256137,15421.28049,1.97568783,N,N,,30-Apr-99,"$149,424.30",$0.00,P I F,"$32,303.66","$152,587.24","$94,403.15"
1037153143,BEHIND THE SCENES INC.,PLAINVIEW,NY,317882.8137,JPMORGAN CHASE BANK NATL ASSOC,NY,1746740.599,12-Apr-99,2021.638744,18.65054708,12.15595651,1.170570703,-1.238255444,0.842564959,15423.97931,1.976024284,Y,N,,31-May-00,"$149,428.77",$0.00,P I F,"$32,307.58","$152,592.85","$94,404.48"
1037160012,ARC Radar & Communication Serv,Nashua,NH,317937.5958,KEYBANK NATIONAL ASSOCIATION,OH,1747029.613,12-Apr-99,2021.643241,18.63812866,12.1566794,1.170561118,-1.238628935,0.842568548,15426.67813,1.976360738,Y,N,,31-Jul-99,"$149,433.24",$0.00,P I F,"$32,311.49","$152,598.46","$94,405.81"
1037166880,"Fiber Lash Cable Construction,",Middletown,NY,317992.378,KEYBANK NATIONAL ASSOCIATION,OH,1747318.627,14-Apr-99,2021.647738,18.62571024,12.15740229,1.170551533,-1.239002427,0.842572137,15429.37694,1.976697191,N,N,,30-Apr-99,"$149,437.71",$0.00,P I F,"$32,315.41","$152,604.08","$94,407.14"
1037173748,REBELLO PROFESSIONAL AUTOMOTIV,WARWICK (RR NAME APPONAUG),RI,318047.1601,OCEAN ST. BUS. DEVEL AUTHORITY,RI,1747607.641,07-Feb-06,2021.652235,18.61329182,12.15812518,1.170541947,-1.239375918,0.842575726,15432.07576,1.977033645,0,N,,11-Oct-06,"$149,442.18",$0.00,P I F,"$32,319.33","$152,609.69","$94,408.47"
1037180616,Yates Lumber,Lee,ME,318101.9423,KEYBANK NATIONAL ASSOCIATION,OH,1747896.655,15-Apr-99,2021.656732,18.60087339,12.15884806,1.170532362,-1.23974941,0.842579315,15434.77458,1.977370099,N,N,,31-Jul-99,"$149,446.65",$0.00,P I F,"$32,323.24","$152,615.30","$94,409.79"
1037187484,"Jager Moorings & Anchors, Inc",Amherst,NH,318156.7244,KEYBANK NATIONAL ASSOCIATION,OH,1748185.669,14-May-99,2021.661229,18.58845497,12.15957095,1.170522777,-1.240122901,0.842582904,15437.47339,1.977706553,Y,N,,31-Jul-99,"$149,451.12",$0.00,P I F,"$32,327.16","$152,620.91","$94,411.12"
1037194353,"STERLING CANDLES & SCENTS, LLC",STERLING CITY,TX,318211.5066,7th NATL BK OF STERLING CITY,TX,1748474.683,07-Feb-06,2021.665726,18.57603655,12.16029384,1.170513192,-1.240496393,0.842586492,15440.17221,1.978043006,N,N,,31-Mar-06,"$149,455.60",$0.00,P I F,"$32,331.08","$152,626.52","$94,412.45"
1037201221,"AQUA BELLA ENTERPRISES, INC.",CHICAGO,IL,318266.2888,NORTH COMMUNITY BANK,IL,1748763.697,25-Jun-80,2021.670223,18.56361813,12.16101673,1.170503607,-1.240869884,0.842590081,15442.87103,1.97837946,N,N,22-Jun-92,12-May-80,"$149,460.07",$0.00,CHGOFF,"$32,335.00","$152,632.14","$94,413.78"
1037208089,"FUTURE MACHINE, INC.",HOLBROOK,NY,318321.0709,JPMORGAN CHASE BANK NATL ASSOC,NY,1749052.711,19-May-99,2021.67472,18.55119971,12.16173961,1.170494021,-1.241243376,0.84259367,15445.56984,1.978715914,Y,N,01-Jul-03,30-Jun-00,"$149,464.54",$0.00,CHGOFF,"$32,338.91","$152,637.75","$94,415.11"
1037214957,"Spin City Laundry, Inc",Ellenville,NY,318375.8531,KEYBANK NATIONAL ASSOCIATION,OH,1749341.725,21-Jul-99,2021.679217,18.53878129,12.1624625,1.170484436,-1.241616867,0.842597259,15448.26866,1.979052368,N,N,,31-Jul-99,"$149,469.01",$0.00,P I F,"$32,342.83","$152,643.36","$94,416.44"
1037221825,Native Wood Products Inc.,Ontario,NY,318430.6352,KEYBANK NATIONAL ASSOCIATION,OH,1749630.739,21-Jul-99,2021.683714,18.52636287,12.16318539,1.170474851,-1.241990359,0.842600848,15450.96748,1.979388821,Y,N,,30-Apr-00,"$149,473.48",$0.00,P I F,"$32,346.75","$152,648.97","$94,417.77"
1037228694,Steep Falls Floral,East Baldwin (RR name Mattocks,ME,318485.4174,KEYBANK NATIONAL ASSOCIATION,OH,1749919.753,27-Jul-99,2021.688211,18.51394445,12.16390828,1.170465266,-1.24236385,0.842604437,15453.66629,1.979725275,N,N,,31-Jan-00,"$149,477.95",$0.00,P I F,"$32,350.66","$152,654.58","$94,419.10"
1037235562,Ursus Productions,Waterville,ME,318540.1995,KEYBANK NATIONAL ASSOCIATION,OH,1750208.767,03-Aug-99,2021.692708,18.50152603,12.16463116,1.170455681,-1.242737342,0.842608026,15456.36511,1.980061729,N,N,,31-Aug-02,"$149,482.42",$0.00,P I F,"$32,354.58","$152,660.20","$94,420.42"
1037242430,The Fabric Hutch,Croghan,NY,318594.9817,KEYBANK NATIONAL ASSOCIATION,OH,1750497.781,03-Aug-99,2021.697205,18.48910761,12.16535405,1.170446095,-1.243110833,0.842611615,15459.06393,1.980398183,N,N,,31-Oct-99,"$149,486.89",$0.00,P I F,"$32,358.50","$152,665.81","$94,421.75"
1037249298,QUIZNO'S SUB SHOP,WOODLAWN,MD,318649.7639,MANUFACTURERS & TRADERS TR CO,MD,1750786.795,07-Feb-06,2021.701702,18.47668919,12.16607694,1.17043651,-1.243484325,0.842615204,15461.76275,1.980734636,N,N,,31-Mar-06,"$149,491.36",$0.00,P I F,"$32,362.41","$152,671.42","$94,423.08"
1037256166,"BLOOMINGSHIRE, INC.",BLOOMINGDALE,IL,318704.546,MB FINAN BANK NATL ASSOC,IL,1751075.809,30-Jun-80,2021.706199,18.46427076,12.16679983,1.170426925,-1.243857816,0.842618793,15464.46156,1.98107109,N,N,16-May-90,08-Jan-82,"$149,495.83",$0.00,CHGOFF,"$32,366.33","$152,677.03","$94,424.41"
1037263035,"The Greatwater Company, Inc.",Syracuse,NY,318759.3282,KEYBANK NATIONAL ASSOCIATION,OH,1751364.823,07-Sep-99,2021.710696,18.45185234,12.16752271,1.17041734,-1.244231307,0.842622382,15467.16038,1.981407544,Y,N,,29-Feb-00,"$149,500.30",$0.00,P I F,"$32,370.25","$152,682.64","$94,425.74"
1037269903,All Pro Health and Fitness LLC,Amenia,NY,318814.1103,KEYBANK NATIONAL ASSOCIATION,OH,1751653.837,30-Aug-99,2021.715193,18.43943392,12.1682456,1.170407755,-1.244604799,0.842625971,15469.8592,1.981743998,N,N,05-Jan-06,31-Oct-99,"$149,504.77",$0.00,CHGOFF,"$32,374.16","$152,688.26","$94,427.07"
1037276771,Majors Mobility,Topsham (census name for Topsh,ME,318868.8925,KEYBANK NATIONAL ASSOCIATION,OH,1751942.851,13-Sep-99,2021.71969,18.4270155,12.16896849,1.170398169,-1.24497829,0.84262956,15472.55801,1.982080451,N,N,,30-Sep-99,"$149,509.24",$0.00,P I F,"$32,378.08","$152,693.87","$94,428.40"
1037283639,SOUND IMAGES,BELLINGHAM,WA,318923.6746,HERITAGE BANK,WA,1752231.865,07-Feb-06,2021.724187,18.41459708,12.16969137,1.170388584,-1.245351782,0.842633149,15475.25683,1.982416905,0,N,20-Jan-11,28-Feb-06,"$149,513.71",$0.00,CHGOFF,"$32,382.00","$152,699.48","$94,429.72"
1037290507,Majors Mobility,Topsham (census name for Topsh,ME,318978.4568,KEYBANK NATIONAL ASSOCIATION,OH,1752520.879,13-Sep-99,2021.728684,18.40217866,12.17041426,1.170378999,-1.245725273,0.842636737,15477.95565,1.982753359,Y,N,,29-Feb-00,"$149,518.18",$0.00,P I F,"$32,385.92","$152,705.09","$94,431.05"
1037297376,The Pizza Shack,Sackets Harbor,NY,319033.2389,KEYBANK NATIONAL ASSOCIATION,OH,1752809.893,06-Oct-99,2021.733181,18.38976024,12.17113715,1.170369414,-1.246098765,0.842640326,15480.65446,1.983089813,N,N,,31-Oct-99,"$149,522.65",$0.00,P I F,"$32,389.83","$152,710.70","$94,432.38"
1037304244,"Sylvain Roy & Associates, Inc.",Hooksett (census name for Hook,NH,319088.0211,KEYBANK NATIONAL ASSOCIATION,OH,1753098.907,04-Nov-99,2021.737678,18.37734182,12.17186004,1.170359829,-1.246472256,0.842643915,15483.35328,1.983426266,N,N,,31-Dec-99,"$149,527.12",$0.00,P I F,"$32,393.75","$152,716.32","$94,433.71"
1037311112,"Tech-Weld Enterprises, Inc.",Hamburg,NY,319142.8033,KEYBANK NATIONAL ASSOCIATION,OH,1753387.921,23-Nov-99,2021.742175,18.3649234,12.17258292,1.170350243,-1.246845748,0.842647504,15486.0521,1.98376272,N,N,29-Aug-03,31-Dec-99,"$149,531.59",$0.00,CHGOFF,"$32,397.67","$152,721.93","$94,435.04"
1037317980,DIANNE'S FINE FOOD & SPIRITS,OGUNQUIT,ME,319197.5854,BANK OF AMERICA NATL ASSOC,CT,1753676.935,03-Mar-97,2021.746672,18.35250498,12.17330581,1.170340658,-1.247219239,0.842651093,15488.75091,1.984099174,N,Y,,30-Jun-97,"$149,536.06",$0.00,P I F,"$32,401.58","$152,727.54","$94,436.37"
1037324848,JOHN R GRENIER INC,AUBURN,ME,319252.3676,KEYBANK NATIONAL ASSOCIATION,OH,1753965.949,08-Dec-99,2021.751169,18.34008656,12.1740287,1.170331073,-1.247592731,0.842654682,15491.44973,1.984435628,N,N,,31-Dec-99,"$149,540.53",$0.00,P I F,"$32,405.50","$152,733.15","$94,437.70"
1037331717,Victor Florist,Pittsford,NY,319307.1497,KEYBANK NATIONAL ASSOCIATION,OH,1754254.963,14-Dec-99,2021.755666,18.32766813,12.17475159,1.170321488,-1.247966222,0.842658271,15494.14855,1.984772081,N,N,,31-Jan-00,"$149,545.00",$0.00,P I F,"$32,409.42","$152,738.76","$94,439.03"
1037338585,CARIBE COMMUNICATIONS & PUB.,CAMBRIDGE,MA,319361.9319,BANK OF AMERICA NATL ASSOC,RI,1754543.977,03-Mar-97,2021.760163,18.31524971,12.17547447,1.170311903,-1.248339714,0.84266186,15496.84737,1.985108535,N,N,,30-Jun-97,"$149,549.47",$0.00,P I F,"$32,413.33","$152,744.38","$94,440.35"
1037345453,High Summit Guided Tours,Kingfield,ME,319416.714,KEYBANK NATIONAL ASSOCIATION,OH,1754832.991,13-Dec-99,2021.76466,18.30283129,12.17619736,1.170302317,-1.248713205,0.842665449,15499.54618,1.985444989,N,N,,31-Dec-99,"$149,553.94",$0.00,P I F,"$32,417.25","$152,749.99","$94,441.68"
1037352321,CD ADAMS FINANCIAL GROUP,SAINT LOUIS,MO,319471.4962,WELLS FARGO BANK NATL ASSOC,SD,1755122.005,07-Feb-06,2021.769157,18.29041287,12.17692025,1.170292732,-1.249086697,0.842669038,15502.245,1.985781443,Y,N,18-Dec-09,31-Mar-06,"$149,558.41",$0.00,CHGOFF,"$32,421.17","$152,755.60","$94,443.01"
1037359189,LIGHT GENERATION MARKET,NANTUCKET,MA,319526.2784,SANTANDER BANK NATL ASSOC,MA,1755411.019,03-Mar-97,2021.773654,18.27799445,12.17764314,1.170283147,-1.249460188,0.842672627,15504.94382,1.986117896,N,Y,,30-Sep-97,"$149,562.88",$0.00,P I F,"$32,425.09","$152,761.21","$94,444.34"
1037366057,"Griffen Logistics, Inc.",Cumberland Center,ME,319581.0605,KEYBANK NATIONAL ASSOCIATION,OH,1755700.033,01-Jan-00,2021.778151,18.26557603,12.17836602,1.170273562,-1.24983368,0.842676216,15507.64263,1.98645435,N,N,05-Feb-03,31-Jan-00,"$149,567.35",$0.00,CHGOFF,"$32,429.00","$152,766.82","$94,445.67"
1037372926,SEOUL BOOK STORE,CHICAGO,IL,319635.8427,BBCN BANK,CA,1755989.047,07-Feb-06,2021.782648,18.25315761,12.17908891,1.170263977,-1.250207171,0.842679805,15510.34145,1.986790804,0,N,08-Aug-08,28-Feb-06,"$149,571.82",$0.00,CHGOFF,"$32,432.92","$152,772.44","$94,447.00"
1037379794,Bob Plourde's Plumbing & Heati,Waterville,ME,319690.6248,KEYBANK NATIONAL ASSOCIATION,OH,1756278.061,04-Jan-00,2021.787145,18.24073919,12.1798118,1.170254391,-1.250580663,0.842683394,15513.04027,1.987127258,Y,N,28-Dec-05,31-Oct-04,"$149,576.29",$0.00,CHGOFF,"$32,436.84","$152,778.05","$94,448.33"
1037386662,BONATERRA BAKING CO LLC,AVON,CT,319745.407,BANK OF AMERICA NATL ASSOC,RI,1756567.075,03-Mar-97,2021.791642,18.22832077,12.18053469,1.170244806,-1.250954154,0.842686982,15515.73908,1.987463711,N,Y,,31-Jul-97,"$149,580.76",$0.00,P I F,"$32,440.75","$152,783.66","$94,449.65"
1037393530,"Mail Boxes, Etc",Mount Kisco,NY,319800.1891,KEYBANK NATIONAL ASSOCIATION,OH,1756856.089,31-Jan-00,2021.796139,18.21590235,12.18125757,1.170235221,-1.251327646,0.842690571,15518.4379,1.987800165,N,N,,31-May-00,"$149,585.23",$0.00,P I F,"$32,444.67","$152,789.27","$94,450.98"
1037400398,SEAFOOD GALORE,NEPTUNE BEACH,FL,319854.9713,BANCO POPULAR NORTH AMERICA,NY,1757145.103,07-Feb-06,2021.800636,18.20348393,12.18198046,1.170225636,-1.251701137,0.84269416,15521.13672,1.988136619,0,N,28-Jan-10,28-Feb-06,"$149,589.70",$0.00,CHGOFF,"$32,448.59","$152,794.88","$94,452.31"
1037407267,JEH JIREH CORPORATION,TULSA,OK,319909.7534,"BANK SNB, NATIONAL ASSOCIATION",OK,1757434.117,03-Mar-97,2021.805133,18.1910655,12.18270335,1.170216051,-1.252074629,0.842697749,15523.83553,1.988473073,N,N,,30-Apr-97,"$149,594.17",$0.00,P I F,"$32,452.50","$152,800.49","$94,453.64"
1037414135,The Fine Art House,Derry (census name for Derry C,NH,319964.5356,KEYBANK NATIONAL ASSOCIATION,OH,1757723.131,01-Feb-00,2021.80963,18.17864708,12.18342624,1.170206465,-1.25244812,0.842701338,15526.53435,1.988809526,N,N,,31-Mar-00,"$149,598.64",$0.00,P I F,"$32,456.42","$152,806.11","$94,454.97"
1037421003,FINAN MCDONALD CLOTHING CO INC,SANDPOINT,ID,320019.3178,WELLS FARGO BANK NATL ASSOC,SD,1758012.145,07-Feb-06,2021.814127,18.16622866,12.18414912,1.17019688,-1.252821612,0.842704927,15529.23317,1.98914598,Y,N,,28-Feb-06,"$149,603.11",$0.00,P I F,"$32,460.34","$152,811.72","$94,456.30"
1037427871,"Saul Stanley, Jr",Selkirk,NY,320074.0999,KEYBANK NATIONAL ASSOCIATION,OH,1758301.159,04-Feb-00,2021.818624,18.15381024,12.18487201,1.170187295,-1.253195103,0.842708516,15531.93198,1.989482434,N,N,,29-Feb-00,"$149,607.58",$0.00,P I F,"$32,464.25","$152,817.33","$94,457.63"
1037434739,"CLUB SODA, INC.",BLOCK ISLAND,RI,320128.8821,WASHINGTON TR CO OF WESTERLY,RI,1758590.173,03-Mar-97,2021.823121,18.14139182,12.1855949,1.17017771,-1.253568595,0.842712105,15534.6308,1.989818888,N,Y,,30-Apr-97,"$149,612.05",$0.00,P I F,"$32,468.17","$152,822.94","$94,458.96"
1037441608,Caribou Club,Syracuse,NY,320183.6642,KEYBANK NATIONAL ASSOCIATION,OH,1758879.187,16-Feb-00,2021.827618,18.1289734,12.18631779,1.170168125,-1.253942086,0.842715694,15537.32962,1.990155341,N,N,,31-Mar-00,"$149,616.52",$0.00,P I F,"$32,472.09","$152,828.55","$94,460.28"
1037448476,SOUND COMPUTERS INC,LAKEWOOD CENTER (CENSUS NAME L,WA,320238.4464,JPMORGAN CHASE BANK NATL ASSOC,IL,1759168.201,07-Feb-06,2021.832115,18.11655498,12.18704067,1.170158539,-1.254315578,0.842719283,15540.02844,1.990491795,Y,N,06-Jun-08,28-Feb-06,"$149,620.99",$0.00,CHGOFF,"$32,476.01","$152,834.17","$94,461.61"
1037455344,"GJV Enterprises of Rochester,",Rochester,NY,320293.2285,KEYBANK NATIONAL ASSOCIATION,OH,1759457.215,22-Feb-00,2021.836612,18.10413656,12.18776356,1.170148954,-1.254689069,0.842722872,15542.72725,1.990828249,N,N,,31-Mar-00,"$149,625.46",$0.00,P I F,"$32,479.92","$152,839.78","$94,462.94"
1037462212,BEVERLY HILLS WEIGHT LOSS,CRANSTON,RI,320348.0107,BANK RHODE ISLAND,RI,1759746.229,03-Mar-97,2021.841109,18.09171814,12.18848645,1.170139369,-1.255062561,0.842726461,15545.42607,1.991164703,N,Y,,30-Apr-97,"$149,629.93",$0.00,P I F,"$32,483.84","$152,845.39","$94,464.27"
1037469080,"Jenna & Moos, Inc",Tonawanda (city),NY,320402.7929,KEYBANK NATIONAL ASSOCIATION,OH,1760035.243,20-Mar-00,2021.845606,18.07929972,12.18920934,1.170129784,-1.255436052,0.84273005,15548.12489,1.991501156,N,N,,31-Jul-00,"$149,634.40",$0.00,P I F,"$32,487.76","$152,851.00","$94,465.60"
1037475949,WEST WILSHIRE LAUNDRY CENTER,OKLAHOMA CITY,OK,320457.575,PROSPERITY BANK,OK,1760324.257,03-Mar-97,2021.850103,18.0668813,12.18993222,1.170120199,-1.255809544,0.842733638,15550.8237,1.99183761,N,Y,,31-May-97,"$149,638.87",$0.00,P I F,"$32,491.67","$152,856.61","$94,466.93"
1037482817,SKYLITE SUPPER CLUB,ATHENS,WI,320512.3572,ABBYBANK,WI,1760613.271,03-Mar-97,2021.8546,18.05446287,12.19065511,1.170110613,-1.256183035,0.842737227,15553.52252,1.992174064,N,Y,,30-Apr-97,"$149,643.34",$0.00,P I F,"$32,495.59","$152,862.23","$94,468.26"
